key,value,definition
seamark:type,recommended_track,marca de mar: tipo	=	pista_recomendada
seamark:type,recommended_traffic_lane,marca de mar: tipo	=	carril de tráfico recomendado
seamark:type,rescue_station,marca de mar: tipo	=	estación de rescate
seamark:type,restricted_area,marca de mar:tipo	=	área restringida
seamark:type,retro_reflector,marca de mar: tipo	=	reflector retro
seamark:type,rock,marca de mar: tipo	=	roca
seamark:type,sand_waves,marca de mar: tipo	=	olas de arena
seamark:type,sandwaves,marca de mar: tipo	=	olas de arena
seamark:type,sea_area,marca de mar: tipo	=	zona del mar
seamark:type,seabed_area,marca de mar: tipo	=	área del lecho marino
seamark:type,seaplane_landing_area,marca de mar: tipo	=	zona de aterrizaje de hidroaviones
seamark:type,separation_boundary,marca de mar: tipo	=	límite de separación
seamark:type,separation_crossing,marca de mar: tipo	=	cruce de separación
seamark:type,separation_lane,marca de mar: tipo	=	carril de separación
seamark:type,separation_line,marca de mar: tipo	=	línea de separación
seamark:type,separation_roundabout,marca de mar: tipo	=	rotonda de separación
seamark:type,separation_zone,marca de mar: tipo	=	zona de separación
seamark:type,shoreline_construction,marca de mar:tipo	=	costa_construccion
seamark:type,signal_station_traffic,marca de mar:tipo	=	señal_estación_tráfico
seamark:type,signal_station_warning,marca de mar:tipo	=	señal_estación_advertencia
seamark:type,small_craft_facility,marca de mar:tipo	=	instalaciones_de_pequeñas_artesanias
seamark:type,sounding,marca de mar: tipo	=	sondeo
seamark:type,spring,marca de mar: tipo	=	primavera
seamark:type,submarine_transit_lane,marca de mar: tipo	=	carril de tránsito submarino
seamark:type,tank,marca de mar: tipo	=	tanque
seamark:type,topmark,marca de mar: tipo	=	marca de tope
seamark:type,tunnel,marca de mar: tipo	=	túnel
seamark:type,turning_basin,marca de mar: tipo	=	lavabo giratorio
seamark:type,two-way_route,marca de mar: tipo	=	ruta de dos sentidos
seamark:type,vegetation,marca de mar: tipo	=	vegetación
seamark:type,vehicle_transfer,marca de mar: tipo	=	transferencia de vehiculo
seamark:type,virtual_aton,marca de mar: tipo	=	atón virtual
seamark:type,wall,marca de mar: tipo	=	pared
seamark:type,water_turbulence,marca de mar: tipo	=	turbulencia del agua
seamark:type,waterway_gauge,marca de mar: tipo	=	calibre de la vía fluvial
seamark:type,weed,marca de mar: tipo	=	hierba
seamark:type,wreck,marca de mar:tipo	=	naufragio
seamark:wreck:category,dangerous,marca:naufragio:categoría	=	peligroso
seamark:wreck:category,hull_showing,marca:naufragio:categoría	=	mostrando el casco
seamark:wreck:category,non-dangerous,marca:naufragio:categoría	=	no peligroso
seasonal,dry_season,estacional	=	estación seca
seasonal,no,estacional	=	no
seasonal,spring;summer;autumn,estacional	=	primavera verano Otoño
seasonal,summer,estacional	=	verano
seasonal,wet_season,estacional	=	temporada húmeda
seasonal,winter,estacional	=	invierno
seats,1,escaños=1
seats,2,asientos	=	*
seats,3,asientos	=	*
seats,4,asientos	=	*
seats,5,asientos	=	*
seats,6,asientos	=	*
seaway,cargo_port,vía marítima	=	puerto de carga
seaway,cruise_port,vía marítima	=	puerto de cruceros
seaway,ferry_port,vía marítima	=	muelle del ferry
seaway,fishing_port,vía marítima	=	Puerto pesquero
second_hand,only,segunda mano	=	solamente
segregated,no,aislado	=	no
self_service,no,autoservicio	=	no
service,aircraft_control,Servicio	=	control de aeronaves
service,alley,Servicio	=	callejón
service,bus,Servicio	=	autobús
service,busway,Servicio	=	vía de autobús
service,commuter,Servicio	=	viajero diario al trabajo
service,crossover,Servicio	=	Transversal
service,dealer,Servicio	=	distribuidor
service,dealer;repair,Servicio	=	distribuidor;reparación
service,drive_through,Servicio	=	servicio al carro
service,drive-through,Servicio	=	servicio al carro
service,driveway,Servicio	=	entrada de coches
service,driveway2,Servicio	=	calzada2
service,emergency_access,Servicio	=	acceso_de_emergencia
service,fuel,Servicio	=	combustible
service,irregular,Servicio	=	irregular
service,irrigation,Servicio	=	irrigación
service,parking,Servicio	=	estacionamiento
service,parking_aisle,Servicio	=	estacionamiento_pasillo
service,parts,Servicio	=	partes
service,pipestem,Servicio	=	vástago de tubería
service,regional,Servicio	=	regional
service,repair,Servicio	=	reparar
service,resource_extraction,Servicio	=	extracción de recursos
service,rest_area,Servicio	=	zona de descanso
service,siding,Servicio	=	vía muerta
service,slipway,Servicio	=	grada
service,spur,Servicio	=	estimular
service,tyres,Servicio	=	neumáticos
service,utility,Servicio	=	utilidad
service,yard,Servicio	=	yarda
sett:style,portuguese,conjunto: estilo	=	portugués
seveso,seuil_bas,severo	=	seuil bas
seveso,seuil_haut,severo	=	seuil alto
shape,circular,forma=la
shape,rectangular,forma circular=rectangular
shelter,no,refugio	=	no
shelter_type,basic_hut,refugio_tipo	=	refugio no atendido sin fuego
shelter_type,building,refugio_tipo	=	edificio
shelter_type,changing_rooms,tipo de refugio	=	vestuarios
shelter_type,field_shelter,refugio_tipo	=	campo_refugio
shelter_type,gazebo,refugio_tipo	=	Kiosko
shelter_type,lean_to,refugio_tipo	=	inclinarse
shelter_type,nuclear,tipo de refugio	=	nuclear
shelter_type,pavilion,refugio_tipo	=	pabellón
shelter_type,picnic_shelter,refugio_tipo	=	picnic_refugio
shelter_type,public_transport,refugio_tipo	=	transporte público
shelter_type,rock_shelter,refugio_tipo	=	refugio_rocoso
shelter_type,sun_shelter,refugio_tipo	=	sol_refugio
shelter_type,weather_shelter,refugio_tipo	=	refugio_del_tiempo
shelter_type,Wetterpilz,tipo de refugio	=	Wetterpilz
shelter_type,wildlife_hide,tipo de refugio	=	escondite de vida silvestre
ship,no,Embarcacion	=	no
shop,*,tienda	=	*
shop,3d_printing,tienda	=	Impresión 3d
shop,accessories,tienda	=	accesorios
shop,adult,tienda	=	adulto
shop,agrarian,tienda	=	agrario
shop,alcohol,tienda	=	alcohol
shop,Alko,tienda	=	Alko
shop,anime,tienda	=	animado
shop,antique,tienda	=	antiguo
shop,antiques,tienda	=	antigüedades-anticuario
shop,appliance,tienda	=	aparato
shop,art,tienda	=	Arte
shop,atv,tienda	=	Canal de televisión británico
shop,audiologist,tienda	=	audiólogo
shop,auto_parts,tienda	=	autopartes
shop,baby_care,tienda	=	cuidado del bebé
shop,baby_goods,tienda	=	baby_goods
shop,bag,tienda	=	bolso
shop,bag/proposal,tienda	=	bolsa/propuesta
shop,bakery,tienda	=	panadería
shop,bathroom_furnishing,tienda	=	muebles_de_baño
shop,bbq,tienda	=	barbacoa
shop,beauty,tienda	=	belleza
shop,bed,tienda	=	cama
shop,betting,tienda	=	apuesta
shop,beverages,tienda	=	bebidas
shop,bicycle,tienda	=	bicicleta
shop,bicycle_repair,tienda	=	reparación de bicicletas
shop,boat,tienda	=	bote
shop,boat_parts,tienda	=	partes del barco
shop,boat_repair,tienda	=	reparación de barcos
shop,bookmaker,tienda	=	corredor de apuestas
shop,books,tienda	=	libros
shop,boutique,tienda	=	boutique
shop,brewing_supplies,tienda	=	suministros de elaboración de cerveza
shop,building_materials,tienda	=	materiales de construcción
shop,business_machines,tienda	=	maquinas comerciales
shop,butcher,tienda	=	carnicero
shop,cafe,tienda	=	cafetería
shop,call_shop,tienda	=	locutorio
shop,camera,tienda	=	cámara
shop,candles,tienda	=	velas
shop,cannabis,tienda	=	canabis
shop,canoe_hire,tienda	=	alquiler de canoas
shop,car,tienda	=	coche
shop,car_parts,tienda	=	piezas de automóvil
shop,car_repair,tienda	=	reparación de autos
shop,car_service,tienda	=	Servicio de auto
shop,caravan,tienda	=	caravana
shop,carpet,tienda	=	alfombra
shop,cell_phones,Buscar shop=mobile_phone	=	Buscar shop=mobile_phone
shop,ceramics,tienda	=	cerámica
shop,chandler,tienda	=	velero
shop,charity,tienda	=	caridad
shop,cheese,tienda	=	queso
shop,chemist,tienda	=	químico
shop,chocolate,tienda	=	chocolate
shop,clothes,tienda = ropa👕
shop,coffee,tienda	=	café
shop,collector,tienda	=	coleccionista
shop,communication,Buscar shop=telecommunication	=	Buscar shop=telecommunication
shop,computer,tienda	=	computadora
shop,confectionery,tienda	=	confitería
shop,convenience,tienda	=	conveniencia
shop,convenience;gas,tienda	=	conveniencia; gas
shop,copyshop,tienda	=	copistería
shop,cosmetics,tienda	=	productos cosméticos
shop,country_store,tienda	=	país_tienda
shop,craft,tienda	=	artesanía
shop,curtain,tienda	=	cortina
shop,dairy,tienda	=	lácteos
shop,deli,tienda	=	fiambres
shop,delicatessen,tienda	=	Tiendas Delicatessen
shop,dentures,tienda	=	dentadura postiza
shop,department_store,tienda	=	grandes almacenes
shop,discount,tienda	=	descuento
shop,dive,tienda	=	bucear
shop,diy,tienda	=	bricolaje
shop,doityourself,tienda	=	hazlo tu mismo
shop,doors,tienda	=	puertas
shop,dry_cleaning,tienda	=	Limpieza en seco
shop,e-cigarette,tienda	=	cigarrillo electrónico
shop,edible_seeds,tienda	=	semillas comestibles
shop,electrical,tienda	=	eléctrico
shop,electronics,tienda	=	electrónica
shop,energy,tienda	=	energía
shop,equestrian,tienda	=	ecuestre
shop,erotic,tienda	=	erótico
shop,esoteric,tienda	=	esotérico
shop,estate_agent,tienda	=	agente inmobiliario
shop,fabric,tienda	=	tela
shop,fabrics,tienda	=	telas
shop,farm,tienda	=	granja
shop,fashion,tienda	=	Moda
shop,fashion_accesories,tienda	=	accesorios de moda
shop,fashion_accessories,tienda	=	Moda_accesorios
shop,fast_food,tienda	=	comida rápida
shop,firearms,tienda	=	armas de fuego
shop,fireplace,tienda	=	chimenea
shop,fireworks,tienda	=	fuegos artificiales
shop,fish,tienda	=	pez
shop,fishing,tienda	=	pescar
shop,fishmonger,tienda	=	pescadero
shop,flooring,tienda	=	piso
shop,florist,tienda	=	florista
shop,flower,tienda	=	flor
shop,flowers,tienda	=	flores
shop,food,tienda	=	alimento
shop,frame,tienda	=	marco
shop,free_flying,tienda	=	vuelo libre
shop,frozen_food,tienda	=	alimentos congelados
shop,fuel,tienda	=	combustible
shop,funeral_directors,tienda	=	directores_funerarios
shop,furnace,tienda	=	horno
shop,furniture,tienda	=	muebles
shop,gallery,tienda	=	galería
shop,gambling,tienda	=	juego
shop,games,tienda	=	juegos
shop,garden_centre,tienda	=	centro_jardineria
shop,garden_furniture,tienda	=	Mueble de jardín
shop,gas,tienda	=	gas
shop,general,tienda	=	general
shop,general_store,tienda	=	almacén general
shop,general_stores,tienda	=	tiendas generales
shop,gift,tienda	=	regalo
shop,glass,tienda	=	vidrio
shop,glaziery,tienda	=	vidriería
shop,gold_buyer,tienda	=	comprador de oro
shop,golf,tienda	=	golf
shop,golf_cart,tienda	=	carro de golf
shop,greengrocer,tienda	=	verdulero
shop,grill,tienda	=	parrilla
shop,grocery,tienda	=	tienda de comestibles
shop,groundskeeping,tienda	=	mantenimiento de jardines
shop,gun,tienda	=	pistola
shop,guns,tienda	=	pistolas
shop,haberdashery,tienda	=	mercería
shop,hairdresser,tienda	=	peluquero
shop,hairdresser_supply,tienda	=	peluquería_suministros
shop,ham,tienda	=	jamón
shop,hardware,tienda	=	ferretería
shop,health,tienda	=	salud
shop,health_food,tienda	=	Comida saludable
shop,hearing_aid_dispenser,tienda	=	dispensador de audífonos
shop,hearing_aids,tienda	=	audífonos
shop,herbalist,tienda	=	herbalorario
shop,hgv,tienda	=	vhg
shop,hifi,tienda	=	de alta fidelidad
shop,hobby,tienda	=	pasatiempo
shop,honey,tienda	=	miel
shop,hookah,tienda	=	narguile
shop,household_linen,tienda	=	ropa de casa
shop,houseware,tienda	=	artículos para el hogar
shop,hunting,tienda	=	caza
shop,hvac,tienda	=	climatización
shop,hydroponics,tienda	=	hidroponia
shop,ice_cream,tienda	=	helado
shop,insurance,tienda	=	seguro
shop,interior_decoration,tienda	=	decoración de interiores
shop,jetski,tienda	=	moto acuática
shop,jewellery,tienda	=	joyería
shop,jewelry,tienda	=	joyas
shop,junk_yard,tienda	=	depósito de chatarra
shop,kiosk,tienda	=	quiosco
shop,kitchen,tienda	=	cocina
shop,kitchenware,tienda	=	batería de cocina
shop,lamps,tienda	=	lamparas
shop,laundromat,tienda	=	lavandería
shop,laundry,tienda	=	ropa sucia
shop,leather,tienda	=	cuero
shop,lighting,tienda	=	Encendiendo
shop,locksmith,tienda	=	cerrajero
shop,lottery,tienda	=	lotería
shop,mall,tienda	=	centro comercial
shop,manufactured_home,tienda	=	casa prefabricada
shop,maps,tienda	=	mapas
shop,marine,tienda	=	marina
shop,massage,tienda	=	masaje
shop,medical,tienda	=	médico
shop,medical_supply,tienda	=	suplemento médico
shop,military_surplus,tienda	=	excedente militar
shop,mobile_home,tienda	=	casa móvil
shop,mobile_phone,tienda	=	teléfono móvil
shop,mobility_scooter,tienda	=	scooter
shop,model,tienda	=	modelo
shop,money_lender,tienda	=	prestamista
shop,moneylender,tienda	=	prestamista
shop,motorcycle,tienda	=	motocicleta
shop,motorcycle_parts,tienda	=	partes de motocicleta
shop,motorcycle_repair,tienda	=	reparación_de_motos
shop,motorhome,tienda	=	casa rodante
shop,motorsports,tienda	=	automovilismo
shop,music,tienda	=	música
shop,musical_instrument,tienda	=	instrumento musical
shop,musical_instruments,tienda	=	instrumentos musicales
shop,new_age,tienda	=	nueva era
shop,newsagent,tienda	=	vendedor de periódicos
shop,no,tienda	=	no
shop,nutrition_supplements,tienda	=	suplementos_nutricion
shop,nuts,tienda	=	nueces
shop,office_supplies,tienda	=	material de oficina
shop,optician,tienda	=	óptico
shop,organic,tienda	=	orgánico
shop,outdoor,tienda	=	exterior
shop,outdoor_power_equipment,tienda	=	equipo de energía al aire libre
shop,outpost,tienda	=	avanzada
shop,paint,tienda	=	pintar
shop,party,tienda	=	fiesta
shop,pasta,tienda	=	pasta
shop,pastry,tienda	=	Pastelería
shop,pawnbroker,tienda	=	prestamista
shop,pépinière,tienda	=	pépiniere
shop,perfumery,tienda	=	perfumería
shop,pest_control,tienda	=	control de plagas
shop,pet,tienda	=	mascota
shop,pet_grooming,tienda	=	aseo_de_mascotas
shop,pharmacy,tienda	=	farmacia
shop,photo,tienda	=	foto
shop,photo_studio,tienda	=	estudio fotográfico
shop,photography,tienda	=	fotografía
shop,plant_hire,tienda	=	alquiler de plantas
shop,pottery,tienda	=	cerámica
shop,printer_ink,tienda	=	tinta de impresora
shop,printing,tienda	=	impresión
shop,provisions,tienda	=	provisiones
shop,psychic,tienda	=	psíquico-tarot-futuro
shop,pyrotechnics,tienda	=	pirotécnica
shop,radiotechnics,tienda	=	radiotecnia
shop,recreational_vehicle,tienda	=	vehículo recreacional
shop,religion,tienda	=	religión
shop,rental,tienda	=	alquiler
shop,repair,tienda	=	reparar
shop,rice,tienda	=	arroz
shop,robot,tienda	=	robot
shop,salon,tienda	=	salón
shop,scooter,tienda	=	scooter
shop,scuba_diving,tienda	=	submarinismo
shop,seafood,tienda	=	mariscos
shop,second_hand,tienda	=	segunda mano
shop,security,tienda	=	seguridad
shop,sewing,tienda	=	mercería
shop,ship_chandler,tienda	=	abastecedor de buques
shop,shoe_repair,tienda	=	reparación de zapatos
shop,shoes,tienda	=	Zapatos
shop,shopping_centre,tienda	=	centro comercial
shop,skate,tienda	=	patinar
shop,ski,tienda	=	esquí
shop,snack,tienda	=	merienda
shop,snowmobile,tienda	=	motonieve
shop,solarium,tienda	=	solárium
shop,souvenir,tienda	=	recuerdo
shop,spare_parts,tienda	=	piezas de repuesto
shop,spices,tienda	=	especias
shop,sports,tienda	=	Deportes
shop,stairs,tienda	=	escaleras
shop,stationery,tienda	=	papelería
shop,storage_rental,tienda	=	alquiler_de_almacenamiento
shop,street_vendor,tienda	=	vendedor ambulante
shop,supermarket,tienda	=	supermercado
shop,surf,tienda	=	navegar
shop,swimming_pool,tienda	=	alberca
shop,systembolaget,tienda	=	sistemabolaget
shop,tailor,tienda	=	Sastre
shop,tattoo,tienda	=	tatuaje
shop,tea,tienda	=	té
shop,telecommunication,tienda	=	telecomunicación
shop,ticket,tienda	=	boleto
shop,tickets,tienda	=	Entradas
shop,tiles,tienda	=	losas
shop,tobacco,tienda	=	tabaco
shop,tool_hire,tienda	=	alquiler de herramientas
shop,tools,tienda	=	herramientas
shop,toy,tienda	=	juguete
shop,toys,tienda	=	juguetes
shop,tractor,tienda	=	tractor
shop,trade,tienda	=	comercio
shop,trailer,tienda	=	remolque
shop,travel_agency,tienda	=	agencia de viajes
shop,trophy,tienda	=	trofeo
shop,truck,tienda	=	camión
shop,truck_repair,tienda	=	reparación de camiones
shop,tyres,tienda	=	neumáticos
shop,underwear,tienda	=	ropa interior
shop,vacant,tienda	=	vacante
shop,vacuum_cleaner,tienda	=	aspiradora
shop,variety_store,tienda	=	Tienda de variedades
shop,vehicles,tienda	=	vehículos
shop,video,tienda	=	video
shop,video_games,tienda	=	videojuegos
shop,watches,tienda	=	relojes
shop,water,tienda	=	agua
shop,water_sports,tienda	=	Deportes acuáticos
shop,weapons,tienda	=	armas
shop,wellness,tienda	=	bienestar
shop,wholesale,tienda	=	venta al por mayor (mayorista)
shop,wigs,tienda	=	pelucas
shop,window,tienda	=	ventana
shop,window_blind,tienda	=	persiana de la ventana
shop,window_tinting,tienda	=	tintado de ventanas
shop,windows,tienda	=	ventanas
shop,wine,tienda	=	vino
shop,winery,tienda	=	lagar
shop,wool,tienda	=	lana
short_name,USPS,nombre corto	=	USPS
shoulder,both,hombro	=	ambas cosas
shoulder,no,hombro	=	no
shoulder,right,hombro	=	Correcto
shrubbery:density,dense,shrubbery:densidad=acera
side,left,lado	=	izquierda
side,right,lado	=	Correcto
sides,1,lados	=	*
sides,2,lados	=	*
sidewalk,both,acera	=	ambas cosas
sidewalk,left,acera	=	izquierda
sidewalk,no,acera	=	no
sidewalk,none,acera	=	ninguna
sidewalk,right,acera	=	Correcto
sidewalk,separate,acera	=	separado
sidewalk,sidepath,acera	=	camino lateral
sidewalk:both,no,densa:ambos=ninguna
sidewalk:both,separate,acera: ambos	=	separado
sidewalk:both:surface,asphalt,acera:ambos:superficie	=	asfalto
sidewalk:both:surface,concrete,acera:ambos:superficie=acera
sidewalk:both:surface,paving_stones,acera:ambos:superficie	=	adoquines
sidewalk:both:surface,rock,acera:ambos:superficie	=	roca
sidewalk:left,no,acera: izquierda	=	no
sidewalk:left,separate,acera: izquierda	=	separado
sidewalk:left:surface,asphalt,concreta:a la izquierda:acera=de
sidewalk:left:surface,paving_stones,asfalto de la superficie:a la izquierda:la superficie=que adoquina_casquete
sidewalk:right,no,acera: derecha	=	no
sidewalk:right,separate,acera: derecha	=	separado
sidewalk:right:surface,asphalt,acera:derecha:superficie	=	asfalto
sidewalk:right:surface,paving_stones,acera:derecha:superficie	=	adoquines
signal_station,bridge,estación de señales	=	puente
signal_station,firing,estación de señales	=	disparo
signal_station,international_port_traffic,estación de señales	=	tráfico portuario internacional
signal_station,lock,estación de señales	=	cerrar
signal_station,telegraph,estación de señales	=	telégrafo
signal_station,tide_gauge,estación de señales	=	mareógrafo
signal_station,tide_scale,estación de señales	=	escala de mareas
signal_station,traffic,estación de señales	=	tráfico
signal_station,weather,estación de señales	=	clima
signpost,forestry_compartment,señalizar	=	compartimento forestal
sinkhole,bluehole,sumidero	=	agujero azul
sinkhole,doline,sumidero	=	dolina
sinkhole,estavelle,sumidero	=	estavelle
sinkhole,pit,sumidero	=	foso
sinkhole,ponor,sumidero	=	ponor
site,geodesic,sitio	=	geodésico
site,mall,sitio	=	centro comercial
site,parking,sitio	=	estacionamiento
site,piste,sitio	=	pista
site,stop_area,sitio	=	parada_área
site,venue,sitio	=	evento
site,wind_farm,sitio	=	Granja eólica
site_type,baths,tipo de sitio	=	balneario
site_type,bigstone,tipo de sitio	=	Piedra grande
site_type,city,tipo de sitio	=	ciudad
site_type,crannog,tipo de sitio	=	crannog
site_type,enclosure,tipo de sitio	=	recinto
site_type,fortification,tipo_sitio	=	fortificación
site_type,hut_circle,tipo de sitio	=	choza círculo
site_type,megalith,tipo_sitio	=	megalito
site_type,mineral_extraction,tipo_sitio	=	extracción_de_minerales
site_type,minilith,tipo de sitio	=	minilito
site_type,necropolis,tipo_sitio	=	necrópolis
site_type,petroglyph,tipo de sitio	=	petroglifo
site_type,ringfort,tipo de sitio	=	fortificación
site_type,roman_circus,tipo de sitio	=	circo romano
site_type,roman_villa,tipo de sitio	=	villa romana
site_type,settlement,tipo_sitio	=	asentamiento
site_type,tumulus,tipo_sitio	=	túmulo
ski,no,esquí	=	no
smoking,*,de fumar	=	*
smoking,no,de fumar	=	no
smoking,outside,de fumar	=	fuera de
smoothness,bad,suavidad	=	malo
smoothness,excellent,suavidad	=	excelente
smoothness,good,suavidad	=	bueno
smoothness,horrible,suavidad	=	horrible
smoothness,impassable,suavidad	=	infranqueable
smoothness,intermediate,suavidad	=	enterrar
smoothness,very_bad,suavidad	=	muy mal
smoothness,very_horrible,suavidad	=	muy horrible
snowmobile,designated,motonieve	=	designado
snowmobile,no,motonieve	=	no
social_facility,ambulatory_care,instalaciones_sociales	=	cuidado ambulatorio
social_facility,assisted_living,instalaciones_sociales	=	vida asistida
social_facility,clothing_bank,instalación social	=	banco de ropa
social_facility,day_care,instalaciones_sociales	=	guardería
social_facility,food_bank,instalaciones_sociales	=	Banco de comida
social_facility,group_home,instalaciones_sociales	=	inicio_del_grupo
social_facility,hospice,instalación social	=	hospicio
social_facility,nursing_home,instalaciones_sociales	=	asilo_de_ancianos
social_facility,outreach,instalaciones_sociales	=	superar a
social_facility,shelter,instalaciones_sociales	=	abrigo
social_facility,soup_kitchen,instalación social	=	comedor de beneficencia
social_facility,workshop,instalaciones_sociales	=	taller
social_facility:for,child,social_facility:para	=	niño
social_facility:for,disabled,social_facility:para	=	desactivado
social_facility:for,homeless,social_facility:para	=	Vagabundo
social_facility:for,juvenile,social_facility:para	=	juvenil
social_facility:for,mental_health,social_facility:para	=	salud mental
social_facility:for,senior,social_facility:para	=	sénior
socket:chademo,1,de huesos:chademo=1
socket:type2,1,casquete:type2=1
socket:type2,2,enchufe: tipo 2	=	*
socket:type2_combo,1,casquete:type2_combo=1
socket:type2:output,22 kW,casquete:type2:salida=22 kW
source,*,fuente	=	*
source,#opendri-comoros,fuente=#opendri-comoros
source,cadastre-dgi-fr_source_:_Direction_Générale_des_Finances_Publiques_-_Cadastre_;_mise_à_jour_:_2008,fuente	=	catastro-dgi-fr fuente : Direction Générale des Finances Publiques - Catastro ; puesta al día: 2008
source_dat,2021,fuente_dat=2021
source_ref,http://nlftp.mlit.go.jp/ksj/jpgis/datalist/KsjTmplt-A13.html,fuente_ref=http://nlftp.mlit.go.jp/ksj/jpgis/datalist/ksjtmplt-a13.html
source_ref:name,http://data.gov.au/dataset/36f1ca48-ed2d-4a58-a15b-6fb4b97fdbd7,fuente_ref:nombre=http://data.gov.au/dataset/36f1ca48-ed2d-4a58-a15b-6fb4b97fdbd7
source_ref:url,https://www.flickr.com/photos/openstreetmap-albania,fuente_ref:url=https://www.flickr.com/photos/openstreetmap-albania
source_ref:url,https://www.flickr.com/photos/openstreetmap-albania/,fuente_ref:url	=	https://www.flickr.com/photos/openstreetmap-albania/
source:addr,*,fuente: dirección	=	*
source:addr,Chapel Hill Open Data,fuente:addr=Cerro de Capilla fuente de
source:addr,cuzk:ruian,fuente: dirección	=	cuzk:ruian
source:addr,GURS,fuente: dirección	=	GURS
source:addr,ЕГРН,fuente: dirección	=	ЕГРН
source:addr:date,1995-01-01,fuente:dirección:fecha	=	*
source:addr:date,2021-01-01,fuente:dirección:fecha	=	*
source:addr:housenumber,interpolation,Dato Abierto:addr:housenumber=fuente
source:addr:housenumber,survey,de interpolación:addr:housenumber=fuente
source:addr:postcode,code-point_open,fuente:dirección:código postal	=	código-punto_abierto
source:addr:postcode,OS Opendata Codepoint,de #estudio:addr:postcode=OS Opendata Codepoint
source:addr:postcode,OS_Open_Data_Codepoint,fuente:dirección:código postal	=	OS_Open_Data_Codepoint
source:addr:postcode,OS_Opendata_Codepoint,fuente:dirección:código postal	=	OS_Opendata_Codepoint
source:addr:street,survey,fuente:addr:fuente=de
source:addr:version,2016-04-01,fuente:dirección:versión	=	*
source:address,Helsingborgs kommun,#estudio de la calle:alocución=Helsingborgs kommun
source:address,Helsingborgs_kommun,Dirección de la fuente	=	Helsingborgs_kommun
source:area,Bing,fuente:área	=	Bing
source:building,Bing,fuente:edificio	=	Bing
source:building,OpenData Land Nordrhein-Westfalen - Hausumringe,fuente:construyendo=OpenData Tierra Nordrhein-Westfalen - Hausumringe
source:building,OS_OpenData_StreetView,fuente:edificio	=	OS_OpenData_StreetView
source:building,WroclawGIS,fuente:edificio	=	BreslaviaGIS
source:conscriptionnumber,kapor2,fuente: número de conscripción	=	kapor2
source:construction_date,GURS,fuente:cita_de construcción=GURS
source:damage,survey,fuente: daño	=	encuesta
source:damage:Chido,CNES / Airbus,fuente:daño:Chido=CNES / fuente
source:data,cugir.library.cornell.edu & gis.ny.gov/gisdata,de Airbus:dato=cugir.library.cornell.edu & gis.ny.gov/gisdata
source:data,cugir.library.cornell.edu_&_gis.ny.gov/gisdata,datos fuente	=	cugir.library.cornell.edu_&_gis.ny.gov/gisdata
source:data,https://gis.ny.gov/gisdata,datos fuente	=	https://gis.ny.gov/gisdata
source:date,2025-08-20,fuente:cita=2025-08-20
source:date,*,fuente:fecha	=	*
source:description,dadosabertos.cm-lisboa.pt,fuente:descripción=dadosabertos.cm-lisboa.pt
source:destination,mapillary,origen Destino	=	mapillar
source:ele,barometric,fuente:ele	=	barométrico
source:ele,BDOrtho IGN Hydroghaphie,fuente:ele=BDOrtho IGN Hydroghaphie
source:ele,BDOrtho_IGN_Hydroghaphie,fuente:ele	=	BDOrtho_IGN_Hydroghaphie
source:ele,BDOrtho_IGN_Hydrographie,fuente:ele	=	BDOrtho_IGN_Hydrographie
source:ele,gpx,fuente:ele	=	gpx
source:ele,MDT5,fuente:ele	=	MDT5
source:en,Bayamon_Municipality,fuente:es	=	Bayamón_Municipio
source:en,Bayamón_Municipality,fuente:es	=	Bayamón_Municipio
source:en,Guaynabo_Municipality,fuente:es	=	Guaynabo_Municipio
source:en,Municipality_of_Caguas,fuente:es	=	Municipio_de_Caguas
source:en,"National-Land Numerical Information (Forest) 2006, MLIT Japan","fuente:en=Nacional-Aterrizar Información Numérica (Bosque) 2006, MLIT fuente"
source:en,"National-Land_Numerical_Information_(Forest)_2006,_MLIT_Japan","fuente:es	=	National-Land_Numerical_Information_(Bosque)_2006,_MLIT_Japón"
source:file,http://centrodedescargas.cnig.es/CentroDescargas/equipamiento/BD_Municipios-Entidades.zip,archivo fuente	=	http://centrodedescargas.cnig.es/CentroDescargas/equipamiento/BD_Municipios-Entidades.zip
source:file,http://centrodedescargas.cnig.es/CentroDescargas/equipamiento/NGBE_de_caracter_Provisional.zip,archivo fuente	=	http://centrodedescargas.cnig.es/CentroDescargas/equipamiento/NGBE_de_caracter_Provisional.zip
source:filename,buildings.gml,fuente: nombre de archivo	=	edificios.gml
source:footprint,Adjusted MS Footprints,de Japón:huella=fuente de Huellas
source:footprint,Adjusted_MS_Footprints,fuente:huella	=	Huellas_MS_Ajustadas
source:geometry,*,fuente: geometría	=	*
source:geometry,ACT2016,fuente: geometría	=	ley2016
source:geometry,ACTMapiRoads,fuente: geometría	=	ACTMapiCarreteras
source:geometry,ACTMapiTP,fuente: geometría	=	ACTMapiTP
source:geometry,Aerial photogrammetry,de SEÑORA Ajustada:geometría=fuente de
source:geometry,Bing,fuente: geometría	=	Bing
source:geometry,GURS,fuente: geometría	=	GURS
source:geometry,LPI_NSW_Imagery,fuente: geometría	=	Imágenes LPI NSW
source:geometry,NPWS_Estate,fuente: geometría	=	Finca NPWS
source:geometry,NSW_LPI_Base_Map,fuente: geometría	=	Mapa base de LPI de Nueva Gales del Sur
source:geometry,NSW_LPI_Imagery,fuente: geometría	=	Imágenes LPI de Nueva Gales del Sur
